Republic of Korea, Population size (abridged)	Last modified: 09 Dec 2024;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  2016          55            458752.00       453576.00       912328.00
  2016          56            423127.00       419528.00       842655.00
  2016          57            382438.00       386868.00       769306.00
  2016          58            380136.00       382347.00       762483.00
  2016          59            345954.00       342311.00       688265.00
  2016          60            364869.00       347703.00       712572.00
  2016          61            304499.00       301491.00       605990.00
  2016          62            267647.00       255098.00       522745.00
  2016          63            295471.00       281963.00       577434.00
  2016          64            216176.00       204812.00       420988.00
  2016          65            230759.00       217633.00       448392.00
  2016          66            234532.00       218781.00       453313.00
  2016          67            232972.00       216676.00       449648.00
  2016          68            238441.00       214339.00       452780.00
  2016          69            188996.00       170906.00       359902.00
  2016          70            171394.00       149386.00       320780.00
  2016          71            187315.00       154682.00       341997.00
  2016          72            190274.00       152807.00       343081.00
  2016          73            234314.00       186494.00       420808.00
  2016          74            195012.00       149243.00       344255.00
  2016          75            174438.00       127806.00       302244.00
  2016          76            180858.00       128309.00       309167.00
  2016          77            164140.00       111822.00       275962.00
  2016          78            152638.00        99845.00       252483.00
  2016          79            144198.00        89289.00       233487.00
  2016          80            138680.00        80577.00       219257.00
  2016          81            123231.00        67602.00       190833.00
  2016          82            105761.96        54583.64       160345.60
  2016          83             94706.06        45071.71       139777.77
  2016          84             82814.95        35692.23       118507.18
  2016          85             73706.86        28849.32       102556.18
  2016          86             65885.38        24706.01        90591.39
  2016          87             56060.78        19968.53        76029.31
  2016          88             46005.43        15308.49        61313.92
  2016          89             36278.00        11477.32        47755.32
  2016          90             28347.91         8735.49        37083.40
  2016          91             22518.81         6929.91        29448.72
  2016          92             19898.76         5784.51        25683.27
  2016          93             16346.46         4504.22        20850.68
  2016          94             10935.53         2931.95        13867.48
  2016          95              7495.33         1950.30         9445.63
  2016          96              5249.27         1328.42         6577.69
  2016          97              3600.48          815.02         4415.50
  2016          98              2594.01          528.80         3122.81
  2016          99              1804.20          347.29         2151.49
  2016         100              1063.51          199.94         1263.45
  2016         101               644.86          122.42          767.28
  2016         102               409.04           70.68          479.72
  2016         103               235.29           42.27          277.56
  2016         104               130.04           23.08          153.12
  2016         105                68.56           12.06           80.62
  2016         106                36.82            5.86           42.68
  2016         107                19.15            2.53           21.68
  2016         108                 8.89            0.90            9.79
  2016         109                 3.85            0.00            3.85
  2016         110+                1.99            0.00            1.99
  2017           0            192123.00       201531.00       393654.00
  2017           1            215164.00       226478.00       441642.00
  2017           2            214059.00       225044.00       439103.00
  2017           3            214699.00       225666.00       440365.00
  2017           4            237983.00       250920.00       488903.00
  2017           5            231451.00       244050.00       475501.00
  2017           6            229149.00       243864.00       473013.00
  2017           7            217155.00       230498.00       447653.00
  2017           8            227245.00       240997.00       468242.00
  2017           9            240641.00       254739.00       495380.00
  2017          10            216916.00       232306.00       449222.00
  2017          11            210090.00       225705.00       435795.00
  2017          12            228002.00       245532.00       473534.00
  2017          13            236921.00       256064.00       492985.00
  2017          14            236095.00       258123.00       494218.00
  2017          15            267794.00       290916.00       558710.00
  2017          16            304533.00       333632.00       638165.00
  2017          17            295744.00       322742.00       618486.00
  2017          18            304367.00       333634.00       638001.00
  2017          19            322181.00       346971.00       669152.00
  2017          20            323617.00       359118.00       682735.00
  2017          21            331609.00       373393.00       705002.00
  2017          22            331596.00       378897.00       710493.00
  2017          23            329774.00       376784.00       706558.00
  2017          24            339988.00       381302.00       721290.00
  2017          25            331848.00       366682.00       698530.00
  2017          26            297889.00       338589.00       636478.00
  2017          27            300257.00       327295.00       627552.00
  2017          28            296546.00       325660.00       622206.00
  2017          29            299112.00       314870.00       613982.00
  2017          30            299764.00       324105.00       623869.00
  2017          31            314906.00       333906.00       648812.00
  2017          32            320450.00       337401.00       657851.00
  2017          33            363499.00       380168.00       743667.00
  2017          34            400525.00       416540.00       817065.00
  2017          35            408257.00       426792.00       835049.00
  2017          36            407442.00       424125.00       831567.00
  2017          37            407158.00       414710.00       821868.00
  2017          38            346480.00       370391.00       716871.00
  2017          39            384659.00       388771.00       773430.00
  2017          40            369512.00       386920.00       756432.00
  2017          41            388441.00       395335.00       783776.00
  2017          42            416320.00       434746.00       851066.00
  2017          43            440776.00       444932.00       885708.00
  2017          44            432073.00       454219.00       886292.00
  2017          45            456760.00       476429.00       933189.00
  2017          46            446057.00       462263.00       908320.00
  2017          47            452575.00       461017.00       913592.00
  2017          48            455581.00       459846.00       915427.00
  2017          49            430052.00       421163.00       851215.00
  2017          50            385002.00       421087.00       806089.00
  2017          51            418398.00       422062.00       840460.00
  2017          52            405050.00       417081.00       822131.00
  2017          53            382448.00       399192.00       781640.00
  2017          54            425586.00       442948.00       868534.00
  2017          55            451079.00       450468.00       901547.00
  2017          56            458084.00       451407.00       909491.00
  2017          57            422334.00       417411.00       839745.00
  2017          58            381720.00       384649.00       766369.00
  2017          59            379347.00       379993.00       759340.00
  2017          60            345230.00       340161.00       685391.00
  2017          61            363990.00       345091.00       709081.00
  2017          62            303644.00       299041.00       602685.00
  2017          63            266906.00       253007.00       519913.00
  2017          64            294627.00       279439.00       574066.00
  2017          65            215488.00       202880.00       418368.00
  2017          66            230149.00       215354.00       445503.00
  2017          67            233595.00       216106.00       449701.00
  2017          68            231856.00       213872.00       445728.00
  2017          69            237122.00       211205.00       448327.00
  2017          70            187753.00       168121.00       355874.00
  2017          71            170068.00       146561.00       316629.00
  2017          72            185637.00       151502.00       337139.00
  2017          73            188402.00       149201.00       337603.00
  2017          74            231503.00       181382.00       412885.00
  2017          75            192177.00       144646.00       336823.00
  2017          76            171570.00       123292.00       294862.00
  2017          77            177396.00       123231.00       300627.00
  2017          78            160388.00       106780.00       267168.00
  2017          79            148682.00        94720.00       243402.00
  2017          80            139879.00        84201.00       224080.00
  2017          81            133758.00        75330.00       209088.00
  2017          82            118174.00        62726.00       180900.00
  2017          83            100661.44        50182.35       150843.79
  2017          84             89491.62        41019.85       130511.47
  2017          85             77525.54        32096.37       109621.91
  2017          86             68313.54        25697.66        94011.20
  2017          87             60408.31        21738.31        82146.62
  2017          88             50814.90        17300.02        68114.92
  2017          89             41127.33        13035.20        54162.53
  2017          90             31847.02         9570.58        41417.60
  2017          91             24486.35         7170.89        31657.24
  2017          92             19162.72         5585.68        24748.40
  2017          93             16677.32         4580.16        21257.48
  2017          94             13471.50         3541.43        17012.93
  2017          95              8804.80         2262.06        11066.86
  2017          96              5917.33         1472.47         7389.80
  2017          97              4061.52          981.90         5043.42
  2017          98              2747.61          588.35         3335.96
  2017          99              1949.02          379.12         2328.14
  2017         100              1297.00          240.43         1537.43
  2017         101               732.89          135.67          868.56
  2017         102               431.94           81.34          513.28
  2017         103               266.21           46.04          312.25
  2017         104               148.65           27.05          175.70
  2017         105                79.81           14.52           94.33
  2017         106                40.93            7.28           48.21
  2017         107                21.29            3.19           24.48
  2017         108                10.58            1.20           11.78
  2017         109                 4.57            0.26            4.83
  2017         110+                2.45            0.00            2.45
  2018           0            167639.00       178128.00       345767.00
  2018           1            199978.00       209790.00       409768.00
  2018           2            215820.00       227011.00       442831.00
  2018           3            214363.00       225186.00       439549.00
  2018           4            214890.00       225791.00       440681.00
  2018           5            238086.00       251007.00       489093.00
  2018           6            231563.00       244160.00       475723.00
  2018           7            229200.00       243890.00       473090.00
  2018           8            217169.00       230547.00       447716.00
  2018           9            227308.00       241020.00       468328.00
  2018          10            240673.00       254738.00       495411.00
  2018          11            216928.00       232324.00       449252.00
  2018          12            210077.00       225700.00       435777.00
  2018          13            227979.00       245466.00       473445.00
  2018          14            236871.00       255930.00       492801.00
  2018          15            236052.00       257982.00       494034.00
  2018          16            267721.00       290691.00       558412.00
  2018          17            304440.00       333281.00       637721.00
  2018          18            295733.00       322346.00       618079.00
  2018          19            304293.00       333162.00       637455.00
  2018          20            321995.00       346533.00       668528.00
  2018          21            323523.00       358769.00       682292.00
  2018          22            331574.00       373026.00       704600.00
  2018          23            331620.00       378437.00       710057.00
  2018          24            330030.00       376333.00       706363.00
  2018          25            340258.00       380728.00       720986.00
  2018          26            332148.00       366281.00       698429.00
  2018          27            298378.00       338223.00       636601.00
  2018          28            300525.00       326960.00       627485.00
  2018          29            296878.00       325418.00       622296.00
  2018          30            299450.00       314636.00       614086.00
  2018          31            299979.00       323985.00       623964.00
  2018          32            315140.00       333649.00       648789.00
  2018          33            320538.00       337105.00       657643.00
  2018          34            363457.00       379888.00       743345.00
  2018          35            400432.00       416203.00       816635.00
  2018          36            408138.00       426309.00       834447.00
  2018          37            407269.00       423709.00       830978.00
  2018          38            406925.00       414258.00       821183.00
  2018          39            346292.00       369877.00       716169.00
  2018          40            384417.00       388222.00       772639.00
  2018          41            369243.00       386559.00       755802.00
  2018          42            388213.00       394841.00       783054.00
  2018          43            415961.00       433995.00       849956.00
  2018          44            440350.00       444315.00       884665.00
  2018          45            431728.00       453397.00       885125.00
  2018          46            456378.00       475500.00       931878.00
  2018          47            445628.00       461145.00       906773.00
  2018          48            452130.00       460047.00       912177.00
  2018          49            455158.00       458742.00       913900.00
  2018          50            429548.00       420044.00       849592.00
  2018          51            384549.00       419764.00       804313.00
  2018          52            417917.00       420660.00       838577.00
  2018          53            404643.00       415529.00       820172.00
  2018          54            382106.00       397734.00       779840.00
  2018          55            425033.00       441246.00       866279.00
  2018          56            450416.00       448296.00       898712.00
  2018          57            457313.00       449277.00       906590.00
  2018          58            421603.00       415016.00       836619.00
  2018          59            381080.00       382483.00       763563.00
  2018          60            378640.00       377689.00       756329.00
  2018          61            344467.00       337886.00       682353.00
  2018          62            363134.00       342505.00       705639.00
  2018          63            302839.00       296746.00       599585.00
  2018          64            266175.00       250792.00       516967.00
  2018          65            293885.00       277099.00       570984.00
  2018          66            214884.00       200885.00       415769.00
  2018          67            229377.00       212845.00       442222.00
  2018          68            232580.00       213412.00       445992.00
  2018          69            230662.00       210938.00       441600.00
  2018          70            235714.00       207887.00       443601.00
  2018          71            186471.00       165196.00       351667.00
  2018          72            168661.00       143811.00       312472.00
  2018          73            183895.00       148145.00       332040.00
  2018          74            186263.00       145391.00       331654.00
  2018          75            228358.00       175974.00       404332.00
  2018          76            189183.00       139813.00       328996.00
  2018          77            168484.00       118532.00       287016.00
  2018          78            173560.00       117992.00       291552.00
  2018          79            156433.00       101656.00       258089.00
  2018          80            144452.00        89515.00       233967.00
  2018          81            135189.00        78977.00       214166.00
  2018          82            128489.00        70068.00       198557.00
  2018          83            112692.00        57799.00       170491.00
  2018          84             95134.51        45694.16       140828.67
  2018          85             83860.07        36946.98       120807.05
  2018          86             71997.93        28602.93       100600.86
  2018          87             62758.36        22596.69        85355.05
  2018          88             54827.97        18831.00        73658.97
  2018          89             45511.65        14767.29        60278.94
  2018          90             36174.66        10920.68        47095.34
  2018          91             27555.03         7862.32        35417.35
  2018          92             20862.42         5799.07        26661.49
  2018          93             16043.77         4462.03        20505.80
  2018          94             13626.46         3610.03        17236.49
  2018          95             10722.14         2738.83        13460.97
  2018          96              6888.18         1721.73         8609.91
  2018          97              4562.68         1092.63         5655.31
  2018          98              3077.01          713.24         3790.25
  2018          99              2004.82          420.45         2425.27
  2018         100              1356.76          264.22         1620.98
  2018         101               857.31          160.80         1018.11
  2018         102               465.61           88.54          554.15
  2018         103               263.17           51.55          314.72
  2018         104               155.21           28.34          183.55
  2018         105                82.60           16.22           98.82
  2018         106                42.25            8.47           50.72
  2018         107                20.64            3.92           24.56
  2018         108                10.09            1.33           11.42
  2018         109                 4.50            0.28            4.78
  2018         110+                1.88            0.00            1.88
  2019           0            154731.00       162946.00       317677.00
  2019           1            175384.00       186176.00       361560.00
  2019           2            200747.00       210384.00       411131.00
  2019           3            216169.00       227256.00       443425.00
  2019           4            214580.00       225368.00       439948.00
  2019           5            215006.00       225847.00       440853.00
  2019           6            238198.00       251061.00       489259.00
  2019           7            231626.00       244113.00       475739.00
  2019           8            229252.00       243880.00       473132.00
  2019           9            217196.00       230527.00       447723.00
  2019          10            227339.00       240944.00       468283.00
  2019          11            240673.00       254678.00       495351.00
  2019          12            216934.00       232253.00       449187.00
  2019          13            210054.00       225586.00       435640.00
  2019          14            227934.00       245293.00       473227.00
  2019          15            236821.00       255682.00       492503.00
  2019          16            235983.00       257655.00       493638.00
  2019          17            267627.00       290159.00       557786.00
  2019          18            304328.00       332563.00       636891.00
  2019          19            295634.00       321899.00       617533.00
  2019          20            304183.00       332823.00       637006.00
  2019          21            321819.00       346171.00       667990.00
  2019          22            323423.00       358436.00       681859.00
  2019          23            331625.00       372649.00       704274.00
  2019          24            331860.00       377992.00       709852.00
  2019          25            330412.00       375816.00       706228.00
  2019          26            340729.00       380382.00       721111.00
  2019          27            332519.00       365932.00       698451.00
  2019          28            298941.00       337850.00       636791.00
  2019          29            300911.00       326640.00       627551.00
  2019          30            297249.00       325161.00       622410.00
  2019          31            299763.00       314441.00       614204.00
  2019          32            300212.00       323692.00       623904.00
  2019          33            315239.00       333303.00       648542.00
  2019          34            320628.00       336770.00       657398.00
  2019          35            363427.00       379524.00       742951.00
  2019          36            400333.00       415763.00       816096.00
  2019          37            407885.00       425862.00       833747.00
  2019          38            407078.00       423221.00       830299.00
  2019          39            406659.00       413636.00       820295.00
  2019          40            346086.00       369417.00       715503.00
  2019          41            384183.00       387782.00       771965.00
  2019          42            368980.00       386056.00       755036.00
  2019          43            387819.00       394328.00       782147.00
  2019          44            415638.00       433345.00       848983.00
  2019          45            439948.00       443480.00       883428.00
  2019          46            431276.00       452479.00       883755.00
  2019          47            455946.00       474443.00       930389.00
  2019          48            445110.00       460112.00       905222.00
  2019          49            451659.00       458869.00       910528.00
  2019          50            454698.00       457473.00       912171.00
  2019          51            429122.00       418837.00       847959.00
  2019          52            384080.00       418438.00       802518.00
  2019          53            417446.00       419321.00       836767.00
  2019          54            404158.00       414105.00       818263.00
  2019          55            381544.00       396092.00       777636.00
  2019          56            424465.00       439379.00       863844.00
  2019          57            449756.00       446081.00       895837.00
  2019          58            456585.00       447038.00       903623.00
  2019          59            420782.00       412725.00       833507.00
  2019          60            380353.00       380195.00       760548.00
  2019          61            377878.00       375365.00       753243.00
  2019          62            343672.00       335520.00       679192.00
  2019          63            362262.00       339876.00       702138.00
  2019          64            302026.00       294231.00       596257.00
  2019          65            265600.00       248797.00       514397.00
  2019          66            293169.00       274540.00       567709.00
  2019          67            214125.00       198541.00       412666.00
  2019          68            228425.00       210147.00       438572.00
  2019          69            231384.00       210434.00       441818.00
  2019          70            229319.00       207679.00       436998.00
  2019          71            234171.00       204368.00       438539.00
  2019          72            185013.00       162051.00       347064.00
  2019          73            167158.00       140673.00       307831.00
  2019          74            181918.00       144546.00       326464.00
  2019          75            183872.00       141355.00       325227.00
  2019          76            224911.00       170123.00       395034.00
  2019          77            185872.00       134645.00       320517.00
  2019          78            164935.00       113459.00       278394.00
  2019          79            169273.00       112282.00       281555.00
  2019          80            151922.00        96128.00       248050.00
  2019          81            139724.00        84042.00       223766.00
  2019          82            129979.00        73342.00       203321.00
  2019          83            122498.00        64456.00       186954.00
  2019          84            106662.00        52662.00       159324.00
  2019          85             89134.88        41118.06       130252.94
  2019          86             77867.68        32930.71       110798.39
  2019          87             66136.27        25182.28        91318.55
  2019          88             56951.43        19545.98        76497.41
  2019          89             49077.37        16024.29        65101.66
  2019          90             40041.01        12355.31        52396.32
  2019          91             31296.70         8998.41        40295.11
  2019          92             23403.75         6361.38        29765.13
  2019          93             17310.37         4626.06        21936.43
  2019          94             13030.02         3479.99        16510.01
  2019          95             10892.61         2748.54        13641.15
  2019          96              8447.12         2070.60        10517.72
  2019          97              5281.87         1270.53         6552.40
  2019          98              3406.03          781.43         4187.46
  2019          99              2234.89          493.30         2728.19
  2019         100              1400.00          287.10         1687.10
  2019         101               917.00          181.93         1098.93
  2019         102               561.36          108.51          669.87
  2019         103               295.18           58.48          353.66
  2019         104               161.41           33.10          194.51
  2019         105                91.99           17.70          109.69
  2019         106                47.10            9.90           57.00
  2019         107                23.20            5.04           28.24
  2019         108                10.93            2.07           13.00
  2019         109                 5.03            0.33            5.36
  2019         110+                2.23            0.00            2.23
  2020           0            143629.00       151485.00       295114.00
  2020           1            161123.00       169792.00       330915.00
  2020           2            176023.00       186785.00       362808.00
  2020           3            201146.00       210751.00       411897.00
  2020           4            216411.00       227479.00       443890.00
  2020           5            214737.00       225497.00       440234.00
  2020           6            215106.00       225941.00       441047.00
  2020           7            238245.00       251098.00       489343.00
  2020           8            231691.00       244162.00       475853.00
  2020           9            229272.00       243902.00       473174.00
  2020          10            217254.00       230531.00       447785.00
  2020          11            227373.00       240934.00       468307.00
  2020          12            240713.00       254648.00       495361.00
  2020          13            216951.00       232205.00       449156.00
  2020          14            210051.00       225509.00       435560.00
  2020          15            227893.00       245160.00       473053.00
  2020          16            236757.00       255461.00       492218.00
  2020          17            235880.00       257327.00       493207.00
  2020          18            267534.00       289719.00       557253.00
  2020          19            304256.00       332251.00       636507.00
  2020          20            295498.00       321619.00       617117.00
  2020          21            304020.00       332520.00       636540.00
  2020          22            321714.00       345853.00       667567.00
  2020          23            323344.00       358080.00       681424.00
  2020          24            331748.00       372225.00       703973.00
  2020          25            332012.00       377500.00       709512.00
  2020          26            330649.00       375431.00       706080.00
  2020          27            340966.00       379976.00       720942.00
  2020          28            332758.00       365525.00       698283.00
  2020          29            299228.00       337577.00       636805.00
  2020          30            301138.00       326372.00       627510.00
  2020          31            297430.00       324849.00       622279.00
  2020          32            299905.00       314204.00       614109.00
  2020          33            300327.00       323392.00       623719.00
  2020          34            315255.00       333004.00       648259.00
  2020          35            320574.00       336415.00       656989.00
  2020          36            363323.00       379067.00       742390.00
  2020          37            400176.00       415296.00       815472.00
  2020          38            407648.00       425320.00       832968.00
  2020          39            406816.00       422619.00       829435.00
  2020          40            406382.00       413094.00       819476.00
  2020          41            345825.00       368916.00       714741.00
  2020          42            383819.00       387210.00       771029.00
  2020          43            368634.00       385481.00       754115.00
  2020          44            387474.00       393789.00       781263.00
  2020          45            415150.00       432530.00       847680.00
  2020          46            439470.00       442506.00       881976.00
  2020          47            430765.00       451425.00       882190.00
  2020          48            455476.00       473311.00       928787.00
  2020          49            444596.00       458908.00       903504.00
  2020          50            451136.00       457550.00       908686.00
  2020          51            454144.00       456088.00       910232.00
  2020          52            428567.00       417492.00       846059.00
  2020          53            383513.00       417012.00       800525.00
  2020          54            416890.00       417640.00       834530.00
  2020          55            403632.00       412487.00       816119.00
  2020          56            380984.00       394473.00       775457.00
  2020          57            423729.00       437297.00       861026.00
  2020          58            448832.00       443843.00       892675.00
  2020          59            455684.00       444375.00       900059.00
  2020          60            419888.00       410270.00       830158.00
  2020          61            379578.00       377784.00       757362.00
  2020          62            377047.00       372821.00       749868.00
  2020          63            342840.00       332927.00       675767.00
  2020          64            361237.00       337136.00       698373.00
  2020          65            301399.00       291940.00       593339.00
  2020          66            264927.00       246556.00       511483.00
  2020          67            292186.00       271573.00       563759.00
  2020          68            213251.00       196150.00       409401.00
  2020          69            227333.00       207202.00       434535.00
  2020          70            230142.00       207265.00       437407.00
  2020          71            227833.00       204283.00       432116.00
  2020          72            232491.00       200549.00       433040.00
  2020          73            183432.00       158750.00       342182.00
  2020          74            165485.00       137338.00       302823.00
  2020          75            179743.00       140769.00       320512.00
  2020          76            181312.00       137078.00       318390.00
  2020          77            221236.00       164195.00       385431.00
  2020          78            182438.00       129459.00       311897.00
  2020          79            161209.00       108325.00       269534.00
  2020          80            164767.00       106555.00       271322.00
  2020          81            147372.00        90688.00       238060.00
  2020          82            134746.00        78652.00       213398.00
  2020          83            124627.00        67867.00       192494.00
  2020          84            116492.00        59149.00       175641.00
  2020          85            100632.00        47763.00       148395.00
  2020          86             83247.56        36848.49       120096.05
  2020          87             71986.19        29149.97       101136.16
  2020          88             60401.66        22024.95        82426.61
  2020          89             51330.34        16840.66        68171.00
  2020          90             43584.29        13571.15        57155.44
  2020          91             35031.87        10314.66        45346.53
  2020          92             26951.61         7406.37        34357.98
  2020          93             19813.18         5122.63        24935.81
  2020          94             14350.60         3631.02        17981.62
  2020          95             10553.28         2677.37        13230.65
  2020          96              8644.50         2092.15        10736.65
  2020          97              6632.13         1540.57         8172.70
  2020          98              4041.37          918.30         4959.67
  2020          99              2531.55          557.20         3088.75
  2020         100              1619.05          350.43         1969.48
  2020         101               979.81          203.47         1183.28
  2020         102               624.73          126.67          751.40
  2020         103               372.26           74.20          446.46
  2020         104               190.52           39.21          229.73
  2020         105               101.36           21.54          122.90
  2020         106                56.14           11.18           67.32
  2020         107                27.73            6.11           33.84
  2020         108                13.19            3.03           16.22
  2020         109                 6.02            1.00            7.02
  2020         110+                3.22            0.00            3.22
  2021           0            129421.00       135659.00       265080.00
  2021           1            148112.00       156507.00       304619.00
  2021           2            161444.00       170090.00       331534.00
  2021           3            176244.00       186902.00       363146.00
  2021           4            201366.00       210906.00       412272.00
  2021           5            216527.00       227619.00       444146.00
  2021           6            214842.00       225583.00       440425.00
  2021           7            215205.00       225979.00       441184.00
  2021           8            238307.00       251128.00       489435.00
  2021           9            231744.00       244192.00       475936.00
  2021          10            229309.00       243934.00       473243.00
  2021          11            217259.00       230510.00       447769.00
  2021          12            227422.00       240937.00       468359.00
  2021          13            240722.00       254615.00       495337.00
  2021          14            216961.00       232130.00       449091.00
  2021          15            210035.00       225401.00       435436.00
  2021          16            227858.00       244986.00       472844.00
  2021          17            236699.00       255152.00       491851.00
  2021          18            235831.00       256926.00       492757.00
  2021          19            267470.00       289429.00       556899.00
  2021          20            304200.00       332014.00       636214.00
  2021          21            295377.00       321397.00       616774.00
  2021          22            303980.00       332296.00       636276.00
  2021          23            321729.00       345671.00       667400.00
  2021          24            323468.00       357777.00       681245.00
  2021          25            331908.00       371851.00       703759.00
  2021          26            332207.00       377304.00       709511.00
  2021          27            330890.00       375167.00       706057.00
  2021          28            341252.00       379761.00       721013.00
  2021          29            333027.00       365370.00       698397.00
  2021          30            299550.00       337462.00       637012.00
  2021          31            301377.00       326258.00       627635.00
  2021          32            297681.00       324763.00       622444.00
  2021          33            300135.00       314116.00       614251.00
  2021          34            300577.00       323363.00       623940.00
  2021          35            315408.00       332909.00       648317.00
  2021          36            320722.00       336266.00       656988.00
  2021          37            363407.00       378938.00       742345.00
  2021          38            400172.00       415138.00       815310.00
  2021          39            407558.00       425103.00       832661.00
  2021          40            406685.00       422435.00       829120.00
  2021          41            406286.00       412932.00       819218.00
  2021          42            345722.00       368696.00       714418.00
  2021          43            383574.00       386944.00       770518.00
  2021          44            368434.00       385177.00       753611.00
  2021          45            387203.00       393338.00       780541.00
  2021          46            414852.00       431985.00       846837.00
  2021          47            439163.00       441945.00       881108.00
  2021          48            430404.00       450785.00       881189.00
  2021          49            455057.00       472647.00       927704.00
  2021          50            444212.00       458181.00       902393.00
  2021          51            450746.00       456706.00       907452.00
  2021          52            453715.00       455174.00       908889.00
  2021          53            428130.00       416513.00       844643.00
  2021          54            383095.00       416084.00       799179.00
  2021          55            416445.00       416445.00       832890.00
  2021          56            403104.00       411303.00       814407.00
  2021          57            380485.00       393086.00       773571.00
  2021          58            423226.00       435722.00       858948.00
  2021          59            448139.00       441879.00       890018.00
  2021          60            454812.00       442320.00       897132.00
  2021          61            419054.00       408097.00       827151.00
  2021          62            378858.00       375603.00       754461.00
  2021          63            376215.00       370418.00       746633.00
  2021          64            342031.00       330483.00       672514.00
  2021          65            360426.00       334700.00       695126.00
  2021          66            300667.00       289453.00       590120.00
  2021          67            264104.00       243994.00       508098.00
  2021          68            291030.00       268420.00       559450.00
  2021          69            212302.00       193571.00       405873.00
  2021          70            226165.00       204108.00       430273.00
  2021          71            228780.00       203898.00       432678.00
  2021          72            226223.00       200573.00       426796.00
  2021          73            230539.00       196521.00       427060.00
  2021          74            181768.00       155274.00       337042.00
  2021          75            163680.00       133849.00       297529.00
  2021          76            177319.00       136613.00       313932.00
  2021          77            178504.00       132528.00       311032.00
  2021          78            217124.00       157790.00       374914.00
  2021          79            178531.00       123623.00       302154.00
  2021          80            157062.00       102990.00       260052.00
  2021          81            159898.00       100522.00       260420.00
  2021          82            142123.00        84933.00       227056.00
  2021          83            129249.00        72998.00       202247.00
  2021          84            118728.00        62405.00       181133.00
  2021          85            110041.00        53613.00       163654.00
  2021          86             94213.00        42936.00       137149.00
  2021          87             76967.94        32608.11       109576.05
  2021          88             65802.32        25415.58        91217.90
  2021          89             54514.32        18960.97        73475.29
  2021          90             45591.94        14238.27        59830.21
  2021          91             38152.56        11311.04        49463.60
  2021          92             30259.14         8474.86        38734.00
  2021          93             22875.66         5951.79        28827.45
  2021          94             16505.82         4061.26        20567.08
  2021          95             11750.95         2823.78        14574.73
  2021          96              8497.37         2044.83        10542.20
  2021          97              6782.79         1593.09         8375.88
  2021          98              5094.10         1158.75         6252.85
  2021          99              3034.68          663.83         3698.51
  2021         100              1851.47          397.90         2249.37
  2021         101              1146.46          250.26         1396.72
  2021         102               675.92          142.50          818.42
  2021         103               419.90           87.15          507.05
  2021         104               243.80           50.12          293.92
  2021         105               121.56           25.92          147.48
  2021         106                62.95           13.70           76.65
  2021         107                33.85            6.83           40.68
  2021         108                16.02            3.62           19.64
  2021         109                 7.30            1.72            9.02
  2021         110+                4.35            0.32            4.67
  2022           0            123786.00       130155.00       253941.00
  2022           1            134065.00       140547.00       274612.00
  2022           2            148873.00       157200.00       306073.00
  2022           3            161747.00       170320.00       332067.00
  2022           4            176416.00       187055.00       363471.00
  2022           5            201523.00       211029.00       412552.00
  2022           6            216627.00       227694.00       444321.00
  2022           7            214911.00       225613.00       440524.00
  2022           8            215241.00       226018.00       441259.00
  2022           9            238357.00       251166.00       489523.00
  2022          10            231766.00       244198.00       475964.00
  2022          11            229345.00       243962.00       473307.00
  2022          12            217259.00       230518.00       447777.00
  2022          13            227434.00       240923.00       468357.00
  2022          14            240714.00       254518.00       495232.00
  2022          15            216976.00       232026.00       449002.00
  2022          16            210006.00       225247.00       435253.00
  2022          17            227805.00       244675.00       472480.00
  2022          18            236646.00       254602.00       491248.00
  2022          19            235788.00       256574.00       492362.00
  2022          20            267371.00       289203.00       556574.00
  2022          21            304067.00       331752.00       635819.00
  2022          22            295327.00       321141.00       616468.00
  2022          23            304004.00       332047.00       636051.00
  2022          24            321894.00       345315.00       667209.00
  2022          25            323649.00       357345.00       680994.00
  2022          26            332143.00       371575.00       703718.00
  2022          27            332393.00       377056.00       709449.00
  2022          28            331156.00       374926.00       706082.00
  2022          29            341458.00       379512.00       720970.00
  2022          30            333189.00       365195.00       698384.00
  2022          31            299738.00       337271.00       637009.00
  2022          32            301573.00       326088.00       627661.00
  2022          33            297846.00       324616.00       622462.00
  2022          34            300248.00       313961.00       614209.00
  2022          35            300718.00       323150.00       623868.00
  2022          36            315466.00       332736.00       648202.00
  2022          37            320742.00       336099.00       656841.00
  2022          38            363318.00       378661.00       741979.00
  2022          39            400068.00       414792.00       814860.00
  2022          40            407347.00       424762.00       832109.00
  2022          41            406509.00       422063.00       828572.00
  2022          42            406071.00       412577.00       818648.00
  2022          43            345494.00       368290.00       713784.00
  2022          44            383310.00       386452.00       769762.00
  2022          45            368155.00       384680.00       752835.00
  2022          46            386885.00       392776.00       779661.00
  2022          47            414436.00       431239.00       845675.00
  2022          48            438782.00       441121.00       879903.00
  2022          49            429932.00       449868.00       879800.00
  2022          50            454579.00       471648.00       926227.00
  2022          51            443730.00       457118.00       900848.00
  2022          52            450207.00       455662.00       905869.00
  2022          53            453167.00       453909.00       907076.00
  2022          54            427611.00       415459.00       843070.00
  2022          55            382622.00       414650.00       797272.00
  2022          56            415886.00       414924.00       830810.00
  2022          57            402520.00       409633.00       812153.00
  2022          58            379883.00       391366.00       771249.00
  2022          59            422548.00       433651.00       856199.00
  2022          60            447227.00       439489.00       886716.00
