country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
USA,1981,1,short,4,S003,2916.2,64.83,69.42,29.86,38.75,45.91,67.5,65.19,71.23,67.24,80.15,89.13,116.69,183.7,245.26,276.44,335.91,374,318.32,376.67,218.23,158.51,123.46,35.02,31.6,3.4
USA,1981,1,short,4,S004,20560.98,210.82,119.77,71.48,98.73,96.51,158.43,209.81,303.57,325.47,424.23,604.85,1023.56,1521.61,2064.31,2643.28,2948.67,2895.13,2310.67,2530.09,1595.85,934.2,712.92,221.25,199.51,21.61
USA,1981,1,short,4,S005,9297.19,8.46,24.87,19.2,34.42,65.35,174.84,347.46,441.32,398.13,446,536.32,634,747.06,691.2,704.39,693.82,794.05,1049.92,1486.39,916.18,570.26,437.13,133.1,116.75,16.33
USA,1981,1,short,4,S006,13916.92,585.23,396.65,164.56,166.9,344.06,357,339.69,335.64,314.63,362.01,454.71,624.9,913.42,1224.63,1531.19,1720.1,1775.32,1259.02,1047.27,724.42,322.61,251.3,71.25,63.08,8.15
USA,1981,1,short,4,S007,401415.85,307.23,153.45,79.82,87.19,205.08,435.54,732.72,1465.93,2955.27,5635.09,10817.82,19340.61,31367.39,42806.14,53929.45,61057.24,59047.32,51065.14,59927.43,36558.91,23371.99,17546.58,5826.71,5053.1,773.91
USA,1981,1,short,4,S008,68895.94,57.27,25.27,21.75,31.09,61.86,128.56,191.62,311.93,464.3,639.2,1073.1,1804.76,2915.57,4669.88,7056.87,10119.57,12109.61,12155.18,15058.55,9322.18,5736.76,4311.62,1425.42,1259.94,165.11
USA,1981,1,short,4,S009,26364.43,21.69,1.54,4.88,0.44,15.27,38.57,67.69,84.16,121.49,201.23,285.61,644.99,1239.19,2175.1,3202.78,4009.66,4334.72,4079.64,5835.82,3306.79,2530.27,1821.08,709.89,599.06,111.18
USA,1981,1,short,4,S010,20025.95,457.22,157.89,47.23,27.46,62.35,85.23,130.92,169.1,207.52,230.87,307.09,462.13,801.23,1075.62,1558.94,2026.48,2789.46,3553.88,5875.35,3317.48,2559.16,1851.01,708.8,581.43,128.02
USA,1981,1,short,4,S011,54287.12,290.03,119.95,52,62.88,89.81,131.88,184.24,168.49,226.59,364.69,644.91,1472.28,2877.04,5290.43,8238.33,10432.52,10131.68,7126.95,6382.42,4348.71,2032.46,1632.55,399.25,344.22,55.08
USA,1981,1,short,4,S012,40371.74,273.39,76.67,35.51,30.43,55.94,180.07,407.64,878.01,1308.67,1842.6,2502.01,3686.33,4511.66,4896.5,5114.59,4464.79,3863.19,2935.94,3307.8,2103.85,1203.83,943.4,260.22,235.64,24.41
USA,1981,1,short,4,S013,3793.02,20,13.88,3.5,10.67,18.27,30.65,39.49,44.83,56.71,81.89,81.74,175.54,245.57,385.17,462.75,541.84,549.01,482.05,549.46,350.86,198.58,145.74,52.87,49.54,3.27
USA,1981,1,short,4,S014,15409.76,176.32,13.11,13.55,11.88,26.55,68.56,105.47,104.69,159.5,154.84,239.93,390.95,649.31,1007.07,1480.48,2166.4,2468.33,2571.11,3601.7,2218.53,1383.31,982.38,401.41,353.05,48.28
USA,1981,1,short,4,S015,23332.2,20766.59,585.64,153.2,124.57,185.2,176.95,155.88,136.64,128.37,93.33,106.69,119.8,136.89,90.59,100.85,97.95,81.14,42.98,48.94,28.58,20.37,14.24,6.13,4.99,1.15
USA,1981,1,short,4,S016,115336.8,710.33,2266.61,1616.94,2231.27,11451.86,17138.81,14845.33,11469.23,7930.79,6175.73,5637.65,5754.66,5618.73,4881.91,4301.05,3926.06,3467.02,2751.9,3160.92,1987.75,1173.14,888.87,284.28,249.78,34.45
USA,1981,2,short,4,S000,913770,19020.5,3454.13,1822.88,1930.86,4939.7,6404.74,6719.31,7782.19,8844.58,11597.76,17700.73,29476.51,45466.92,62499.75,83585.42,105158.65,123773.81,138613.6,234977.95,127870.2,107107.75,76576.89,30530.86,25554.7,4976.16
USA,1981,2,short,4,S001,10834.1,356.88,180.88,51.83,52.49,96.75,121.05,141.33,135.59,157.26,166.69,247.25,363.63,551.83,757.44,923.74,1186.13,1396.97,1503.22,2443.14,1340.75,1102.36,792.63,309.7,252.31,57.47
USA,1981,2,short,4,S002,202258.12,78.91,346.39,349.58,323.42,447.75,600.24,978.28,1889.34,2741.44,4390.49,7324.69,13112.66,19297.9,23833.98,28089.42,28465.33,26610.17,21358.35,22019.75,14262.4,7749.31,6121.6,1624.75,1438.26,185.68
USA,1981,2,short,4,S003,3195.25,46.86,50.83,19.51,20.77,31.27,54.49,61.45,70.92,78.7,98.27,117.92,109.63,154.65,184.83,268.53,351.45,376.73,405.42,693.04,400.68,292.27,204.18,88.12,79.18,8.89
USA,1981,2,short,4,S004,27999.35,172.16,102.85,61.96,87.93,115.6,152.05,160.99,235.55,287.7,338.28,509.17,882.56,1508.66,2180.76,3123.39,3773.45,4304.27,4173.33,5828.68,3467.53,2360.11,1742.18,617.65,518.04,99.6
USA,1981,2,short,4,S005,7726.42,9.81,17.19,13.99,22.24,34.25,73.63,127.91,158.73,147.08,158.31,179.23,229.72,279.41,261.62,331.74,463.93,775.89,1321.97,3119.77,1563,1557.24,1107.33,449.94,375.73,74.22
USA,1981,2,short,4,S006,12370.48,397.12,312.89,140.97,160.25,175.75,182.66,218.16,259.86,239.11,279.7,359.15,480.03,756.62,970.47,1230.9,1437.03,1519.17,1416.34,1834.27,1049.99,784.09,561.58,222.51,177.61,44.98
USA,1981,2,short,4,S007,355848.25,284.11,133.58,60.38,64.15,134.1,253.09,403.95,649.27,1038.23,1815.54,3361.47,6422.25,11698.23,19676.99,29733.89,42041.2,54404.26,65423.1,118250.46,62982,55273.29,39151.74,16123.41,13412.69,2711.57
USA,1981,2,short,4,S008,98722.81,56.6,23.87,17.87,22.74,50.39,118.67,174.98,295.63,438.41,637.35,1012.9,1626.07,2538.82,3973.15,6083.56,10189.36,14584.01,19967.93,36910.5,20110.55,16799.87,12200.94,4597.96,3943.88,653.11
USA,1981,2,short,4,S009,26109.71,13.77,8.16,3.63,1.32,10.61,27.48,39.44,63.11,72.07,116.43,165.87,325.35,545.17,872.94,1547.01,2306.8,3217.79,4651.87,12120.89,5591.6,6532.83,4260.71,2274.21,1819.75,455.33
USA,1981,2,short,4,S010,20116,318.39,126.32,38.58,39.61,46.55,66.18,97.39,114.98,118.94,135.58,196.68,290.31,449.95,611.38,890.54,1422.38,2251.67,3630.68,9269.87,4492.37,4779.45,3243.53,1536.8,1249.11,288.08
USA,1981,2,short,4,S011,29583.18,199.76,72.77,37.41,55.63,66.22,113.87,141.02,163.24,192.57,259.45,473.29,918.46,1695.88,2818.91,4027.39,4748.2,4690.49,3897.83,5010.79,2932.03,2078.04,1528.52,549.3,460.6,88.69
USA,1981,2,short,4,S012,33946.15,221.99,56.93,33.39,34.68,57.47,139.2,265.07,399.64,649.2,871.36,1362.82,1976.19,2610.74,2961.38,3385.38,3761.56,3968.74,4345.38,6845.03,3866.2,2978.33,2192.12,785.89,690.88,94.67
USA,1981,2,short,4,S013,6883.53,14.68,15.22,10.75,24.81,54.42,95.58,109.16,135.73,136.4,138.87,196.25,257.38,425.39,506.87,608.76,870,851.65,938.2,1493.42,814.36,679.05,471.92,207.2,175.44,31.74
USA,1981,2,short,4,S014,16310.75,148.9,15.43,9.01,6.48,56.01,124.32,137.21,172.23,155.53,153.79,212.62,327.7,533.27,855.72,1267.48,1834.67,2457.39,2941.34,4901.66,2704.7,2196.83,1585.78,610.97,512.5,98.46
USA,1981,2,short,4,S015,18395.51,16111.97,525.57,150.58,122.46,132.15,115.87,108.8,88.28,86.99,69.95,68.89,100.55,136.28,101.91,114.27,108.15,107.62,71.68,73.54,46.66,26.86,19.27,7.6,5.07,2.54
USA,1981,2,short,4,S016,43470.4,588.59,1465.25,823.42,891.89,3430.42,4166.36,3554.16,2950.1,2304.97,1967.7,1912.53,2054.02,2284.13,1931.39,1959.43,2199,2256.96,2566.95,4163.12,2245.37,1917.82,1392.86,524.84,443.67,81.13
USA,1981,3,short,4,S000,1978032,43499.05,8114.55,4612.78,5351.37,18409.03,26612.47,25891.42,25509.36,25798.26,32366.76,48569.44,80385.1,123353.4,166602.49,213887.9,250217.49,262096.44,253665.38,363089.31,208107.64,154981.67,112889.18,42092.49,35612.8,6479.69
USA,1981,3,short,4,S001,22301.11,793.73,395.56,112.87,106.49,176.68,251.72,338.5,363.56,348.21,418.25,631.36,946.65,1392.09,1796.37,2185.54,2561.75,2836.69,2767.47,3877.64,2219.19,1658.48,1207.12,451.39,365.98,85.66
USA,1981,3,short,4,S002,439129.01,171.19,767.42,764.97,733.26,1113.13,1504.72,2130.09,3403.78,4839.48,8176.08,14427.76,27187.04,42615.74,55393.98,66528.7,67607.54,58813.11,43443.21,39507.81,26623.07,12871.69,10357.12,2509.09,2240.99,266.66
USA,1981,3,short,4,S003,6111.45,111.69,120.25,49.37,59.51,77.18,121.99,126.64,142.14,145.94,178.42,207.04,226.31,338.35,430.09,544.97,687.36,750.73,723.74,1069.71,618.91,450.78,327.63,123.15,110.78,12.29
USA,1981,3,short,4,S004,48560.33,382.98,222.62,133.45,186.66,212.11,310.48,370.8,539.12,613.17,762.52,1114.02,1906.12,3030.27,4245.07,5766.66,6722.12,7199.41,6484,8358.77,5063.38,3294.3,2455.09,838.9,717.55,121.21
USA,1981,3,short,4,S005,17023.61,18.27,42.06,33.19,56.66,99.6,248.47,475.37,600.05,545.21,604.31,715.55,863.72,1026.47,952.82,1036.13,1157.75,1569.94,2371.89,4606.15,2479.18,2127.5,1544.46,583.04,492.48,90.55
USA,1981,3,short,4,S006,26287.4,982.36,709.54,305.54,327.15,519.81,539.66,557.85,595.5,553.73,641.72,813.86,1104.93,1670.04,2195.1,2762.09,3157.13,3294.49,2675.35,2881.54,1774.41,1106.7,812.89,293.76,240.7,53.13
USA,1981,3,short,4,S007,757264.1,591.34,287.02,140.2,151.34,339.17,688.63,1136.67,2115.2,3993.49,7450.63,14179.29,25762.86,43065.62,62483.12,83663.34,103098.44,113451.58,116488.24,178177.89,99540.91,78645.27,56698.32,21950.12,18465.79,3485.48
USA,1981,3,short,4,S008,167618.75,113.87,49.14,39.62,53.83,112.25,247.23,366.6,607.56,902.71,1276.55,2085.99,3430.84,5454.39,8643.03,13140.43,20308.93,26693.61,32123.11,51969.05,29432.73,22536.62,16512.56,6023.38,5203.81,818.21
USA,1981,3,short,4,S009,52474.14,35.45,9.7,8.51,1.75,25.88,66.05,107.13,147.27,193.55,317.65,451.47,970.34,1784.36,3048.05,4749.79,6316.46,7552.51,8731.51,17956.71,8898.4,9063.1,6081.79,2984.11,2418.8,566.51
USA,1981,3,short,4,S010,40141.94,775.61,284.21,85.81,67.07,108.9,151.41,228.3,284.08,326.46,366.44,503.77,752.44,1251.18,1687,2449.48,3448.86,5041.14,7184.55,15145.22,7809.85,7338.61,5094.54,2245.6,1830.54,416.1
USA,1981,3,short,4,S011,83870.3,489.79,192.72,89.41,118.51,156.03,245.75,325.25,331.73,419.16,624.13,1118.21,2390.74,4572.92,8109.34,12265.72,15180.72,14822.17,11024.78,11393.21,7280.74,4110.5,3161.08,948.55,804.82,143.78
USA,1981,3,short,4,S012,74317.89,495.38,133.59,68.9,65.11,113.41,319.27,672.72,1277.64,1957.87,2713.96,3864.83,5662.52,7122.4,7857.88,8499.97,8226.35,7831.93,7281.33,10152.82,5970.05,4182.16,3135.51,1046.11,926.52,119.08
USA,1981,3,short,4,S013,10676.54,34.68,29.1,14.25,35.48,72.69,126.22,148.64,180.56,193.11,220.76,277.98,432.92,670.96,892.05,1071.51,1411.84,1400.67,1420.25,2042.88,1165.22,877.63,617.66,260.07,224.98,35.01
USA,1981,3,short,4,S014,31720.52,325.22,28.54,22.57,18.36,82.57,192.87,242.68,276.91,315.03,308.63,452.54,718.65,1182.58,1862.8,2747.96,4001.06,4925.72,5512.46,8503.36,4923.22,3580.14,2568.16,1012.38,865.55,146.75
USA,1981,3,short,4,S015,41727.71,36878.56,1111.21,303.78,247.02,317.35,292.82,264.68,224.92,215.36,163.28,175.58,220.35,273.17,192.5,215.12,206.1,188.76,114.66,122.48,75.24,47.23,33.51,13.73,10.06,3.69
USA,1981,3,short,4,S016,158807.2,1298.92,3731.86,2440.36,3123.16,14882.27,21305.17,18399.5,14419.33,10235.77,8143.43,7550.18,7808.67,7902.85,6813.31,6260.48,6125.06,5723.98,5318.85,7324.04,4233.13,3090.96,2281.73,809.12,693.45,115.58
USA,1982,1,short,4,S000,1056246,24160.32,4396.69,2713.41,3191.1,12510.12,18917.35,18271.16,17279.38,17359.86,20280.03,29572.41,48564,75346.42,104079.26,130175.4,145625.56,141158.39,114365.14,128280.01,79406.16,48873.85,37105.45,11768.4,10129.81,1638.59
USA,1982,1,short,4,S001,11884,436.28,198.14,51.47,27.39,93.88,121.46,130.63,208.58,224.88,257.63,333.82,564.32,833.48,1101.77,1252.72,1552.68,1562.32,1285.42,1647.12,1017.25,629.88,456.59,173.46,150.57,22.85
USA,1982,1,short,4,S002,243178.52,110.22,405.33,519.8,401.19,689.54,876.69,1120.17,1598.97,2402.94,3800.18,7084.2,13714.48,23181.56,32562.93,39456.88,39973.2,34224.23,22711.08,18344.94,12833.16,5506.04,4458.95,1044.83,936.66,107.09
USA,1982,1,short,4,S003,3024.94,71.78,59.5,25.65,32.18,56.07,58.27,90.96,93.57,84.13,70.35,85.29,128.93,170.29,272.35,286.48,356.76,343.95,349.09,389.34,246.32,142.99,113.54,29.42,27.81,1.54
USA,1982,1,short,4,S004,20792.63,205.33,98.42,79.43,76.8,104.13,147.98,205.83,290.41,347.51,450.02,609.25,941.92,1596.33,2096.09,2644.93,3051.84,3056.28,2326.15,2463.98,1503.09,960.97,742.79,218.08,184.4,33.77
USA,1982,1,short,4,S005,9026.13,6.27,18.71,10.85,19.12,52.59,165.38,375.84,492.94,434.25,431.84,520.01,592.88,657.95,633.92,644.97,711.45,762.02,1018.86,1476.26,870.82,605.61,454.81,150.84,130.04,20.8
USA,1982,1,short,4,S006,14051.98,492.25,355.83,157.33,182.67,319.2,319.68,316.4,328.03,339.76,303.33,385.53,672.69,863.16,1204.44,1547.77,1803.48,1870.83,1368.03,1221.57,844.45,376.78,300.55,76.11,63.62,12.54
USA,1982,1,short,4,S007,398636.73,348,164.03,69.4,81.82,226.25,409.3,831.63,1428.15,3010.98,5646.26,10264.61,18485.52,29995.89,42651.6,53859.78,60967.53,59885.65,50411.02,59899.31,36159.68,23743.19,17779.24,5965.95,5098.76,868.25
USA,1982,1,short,4,S008,65786.35,59.79,28.6,17.71,45.78,64.58,96.61,190.28,272.86,401.28,645.98,1022.65,1742.62,2814.07,4338.27,6739.67,9689.38,11762.65,11434.67,14418.91,8744.67,5674.95,4361.66,1312.85,1160.03,151.96
USA,1982,1,short,4,S009,25837.77,21.29,5.26,5.61,4.06,18.7,35.62,62.04,98.53,143.98,202.7,354.94,573.85,1133.58,2126.79,3217.68,4015.24,4273.16,3944.9,5599.82,3149.51,2451.54,1764.51,687.82,570.33,118.12
USA,1982,1,short,4,S010,18339.92,404.53,143.62,41.78,37.46,61.64,87.92,114.25,189.7,179.13,217.76,324.93,426.33,706.03,978.66,1334.36,1953.89,2589.66,3169.74,5378.53,2980.77,2399.11,1750.7,648.98,546.96,102.36
USA,1982,1,short,4,S011,54433.27,286.94,104.44,37.8,56.33,103.69,156.81,135.65,224.62,241.6,363.51,594.77,1387.44,2875.01,5134.17,8004.58,10335.58,10441.98,7482.11,6466.24,4319.82,2145.19,1708.29,436.25,380.4,55.71
USA,1982,1,short,4,S012,39151.55,291.94,77.21,29.91,46.77,41.46,160.5,404.25,855.03,1290.92,1657.76,2321.58,3419.01,4188.05,4651.9,4959.23,4601.38,3773.28,3007.91,3373.45,2129.34,1243.95,958.31,285.52,263.69,21.31
USA,1982,1,short,4,S013,3794.4,15.77,8.37,7.3,8.13,15.74,30.33,34.29,55.85,54.68,57.79,85.37,138.26,222.12,367.23,440.32,535.32,595.43,504.14,617.94,362.02,256,189.52,66.52,59.44,7.02
USA,1982,1,short,4,S014,15753.69,187.4,17.82,13.34,11.68,10.4,54.91,78.7,117.68,147.01,169.52,232.12,384.3,674.39,1053.06,1500.43,2167.88,2514.89,2601.15,3817,2222.95,1594.59,1203.74,390.91,327.11,64.07
USA,1982,1,short,4,S015,22982.38,20434.87,565.75,164.79,135.44,199.01,154.01,141.15,136.87,99.22,92.06,81.94,101.86,163.55,121.52,111.32,101.19,81.65,56.71,39.46,27.91,11.53,8.57,2.96,0.75,2.26
USA,1982,1,short,4,S016,109571.75,787.68,2145.66,1481.23,2024.26,10453.23,16041.87,14039.09,10887.58,7957.59,5913.35,5271.4,5289.57,5270.96,4784.54,4174.27,3808.76,3420.42,2694.15,3126.14,1994.38,1131.52,853.67,277.9,229.24,48.95
USA,1982,2,short,4,S000,918477,18228.24,3436.61,1836.68,1864.43,4527.83,6194.93,6572.63,7405.78,8916.11,11702.14,16987.04,28078.17,44438.79,63435.12,83456.13,106735.26,126728.31,139548.07,238384.72,127892.14,110492.57,78558.28,31934.29,26802.8,5131.49
USA,1982,2,short,4,S001,11461.96,309.01,164.11,50.83,40.53,74.61,113.64,166.82,137.12,167.77,192.09,226.91,323.31,576.93,786.49,1020.39,1283.51,1605.4,1553.22,2669.27,1437.5,1231.74,879.77,351.95,300.87,50.99
USA,1982,2,short,4,S002,208105.06,90.08,332.77,310.38,334.68,488.32,680.43,940.44,1832.7,2956.84,4582.67,7332.77,12583.01,19390.18,25306.22,28756.57,29583.9,27483.8,22016.26,23103.05,14845.73,8246.38,6541.3,1701.03,1481.71,218.44
USA,1982,2,short,4,S003,3386.23,61.13,65.58,20.48,17.05,52.88,52.66,54.73,59.57,90.18,69.73,85.87,115.07,182.6,220.04,290.13,327.28,428.61,441.15,751.47,428.84,322.52,234.55,87.93,72.64,15.31
USA,1982,2,short,4,S004,27981.98,154.25,114.95,86.97,90.54,101.28,143.34,165.44,255.74,289.29,341.95,499.36,856.83,1430.89,2290.59,2994.23,3774.28,4291.33,4212.65,5888.06,3394.82,2492.19,1867.89,623.72,531.67,91.92
USA,1982,2,short,4,S005,7754.75,3.51,13.88,13.12,12.86,35.73,81.55,118.19,138.6,145.97,143.55,189.64,205.53,253.36,247.72,308.53,464.71,775.05,1332.61,3270.65,1592.55,1678.82,1190.47,488.37,408.91,79.48
USA,1982,2,short,4,S006,12873.35,367.96,291.48,118.42,112.37,148.84,162.72,206.78,216.06,226.86,268.24,348.6,519.65,720.32,961.85,1284.92,1536.69,1711.27,1612.49,2057.86,1236.44,820.84,584.71,236.12,190.99,45.24
USA,1982,2,short,4,S007,359719.59,259.21,128.08,76.33,96.09,130.88,310.39,436.06,580.71,1026.7,1838.52,3135.1,6103.18,11474.75,19286.57,29254.61,42842.35,55824.46,66022.16,120893.42,63143.79,57757.29,40645.37,17114.43,14361.19,2753.29
USA,1982,2,short,4,S008,95651.81,33.82,23.31,16.84,24.15,52.16,110.05,162.58,309.68,409.21,646.94,970.03,1589.33,2260.82,3784.78,5881.32,9536.3,14453.76,19273.52,36113.22,19428.61,16684.37,11982.67,4700.98,4017.04,682.79
USA,1982,2,short,4,S009,25649.63,15.38,8.28,6.85,2.11,17.35,34.86,47,57.71,70.94,94.9,173.57,290.41,501.68,904.53,1466.56,2333.88,3213.79,4648.05,11761.78,5291.63,6474.7,4206.16,2270.91,1807.29,465.22
USA,1982,2,short,4,S010,17335.91,301.67,116.07,31.82,31.02,45.6,56.77,86.17,97.58,114.42,122.89,130.22,249.6,371.42,565,736.93,1225.71,1869.34,3143.25,8040.43,3730.86,4312.18,2850.92,1462.54,1198.16,264.86
USA,1982,2,short,4,S011,30940.94,198.74,101.5,43.99,50.55,93.07,103.26,134.04,159.6,150.52,279.03,472.01,924.74,1738.26,2848.03,4075.6,5093.02,4972.19,4133.64,5369.15,3103.33,2264.82,1655.72,608.83,515.38,93.38
USA,1982,2,short,4,S012,33748.93,205.24,55.78,33.29,19.78,31.19,119.51,251.82,384.31,566.11,834.9,1215.1,1730.72,2489.39,2794.27,3411.38,3714.39,4226.82,4454.18,7210.75,4044.19,3165.78,2308.15,857.29,739.98,116.97
USA,1982,2,short,4,S013,7119.77,14.97,10.96,8.89,26.04,45.37,94.52,118.05,143.9,127.37,131,160.37,260.39,373.1,490.87,644.1,802.22,1000.06,1024.41,1643.19,848.82,794.52,558.1,236.45,196.72,39.76
USA,1982,2,short,4,S014,17083.91,122.05,24.73,5.14,13,39.2,109.77,158.06,176.91,139.95,137.28,195.23,290.48,552.99,913.12,1313.49,1935.1,2477.58,3113.06,5366.77,3005.3,2360.91,1698.5,662.29,541.35,121.17
USA,1982,2,short,4,S015,17861.22,15546.24,506.69,136.2,134.72,132.21,121.74,112.37,97.27,101.97,68.49,90.69,102.77,110.6,104.26,116.47,100.55,115.17,85.67,77.14,43.88,33.25,19.24,14.04,11.29,2.76
USA,1982,2,short,4,S016,41801.94,544.99,1478.45,877.13,858.96,3039.15,3899.7,3414.08,2758.34,2332.02,1949.95,1761.57,1933.14,2011.49,1930.77,1900.9,2181.38,2279.67,2481.76,4168.5,2315.87,1852.28,1334.74,517.43,427.62,89.92
USA,1982,3,short,4,S000,1974723,42388.56,7833.31,4550.09,5055.53,17037.95,25112.29,24843.79,24685.16,26275.97,31982.16,46559.45,76642.16,119785.21,167514.38,213631.53,252360.82,267886.69,253913.22,366664.72,207298.3,159366.42,115663.73,43702.7,36932.61,6770.09
USA,1982,3,short,4,S001,23345.96,745.29,362.25,102.3,67.93,168.49,235.1,297.45,345.69,392.66,449.72,560.73,887.63,1410.41,1888.27,2273.11,2836.19,3167.71,2838.64,4316.38,2454.75,1861.62,1336.36,525.41,451.45,73.84
USA,1982,3,short,4,S002,451283.59,200.3,738.1,830.17,735.87,1177.86,1557.12,2060.6,3431.67,5359.78,8382.86,14416.98,26297.49,42571.74,57869.15,68213.44,69557.1,61708.03,44727.33,41448,27678.89,13752.42,11000.25,2745.85,2418.37,325.53
USA,1982,3,short,4,S003,6411.17,132.91,125.07,46.13,49.23,108.95,110.94,145.69,153.14,174.31,140.08,171.16,244.01,352.88,492.39,576.61,684.04,772.56,790.25,1140.81,675.16,465.51,348.09,117.35,100.45,16.84
USA,1982,3,short,4,S004,48774.61,359.58,213.37,166.4,167.34,205.4,291.32,371.28,546.15,636.8,791.97,1108.62,1798.76,3027.22,4386.68,5639.16,6826.12,7347.61,6538.8,8352.04,4897.91,3453.16,2610.68,841.8,716.07,125.7
USA,1982,3,short,4,S005,16780.88,9.78,32.59,23.97,31.99,88.32,246.93,494.03,631.54,580.22,575.39,709.65,798.41,911.31,881.64,953.51,1176.16,1537.07,2351.47,4746.9,2463.37,2284.43,1645.28,639.21,538.94,100.27
USA,1982,3,short,4,S006,26925.34,860.21,647.3,275.75,295.04,468.04,482.41,523.18,544.09,566.61,571.57,734.13,1192.34,1583.48,2166.29,2832.68,3340.17,3582.1,2980.53,3279.44,2080.89,1197.61,885.27,312.22,254.61,57.79
USA,1982,3,short,4,S007,758356.32,607.21,292.11,145.74,177.91,357.12,719.69,1267.69,2008.86,4037.68,7484.79,13399.71,24588.71,41470.64,61938.18,83114.39,103809.88,115710.11,116433.18,180792.73,99303.48,81500.48,58424.61,23080.38,19459.95,3621.54
USA,1982,3,short,4,S008,161438.16,93.6,51.91,34.54,69.92,116.73,206.67,352.87,582.53,810.49,1292.91,1992.68,3331.95,5074.89,8123.05,12620.99,19225.68,26216.41,30708.19,50532.14,28173.28,22359.32,16344.34,6013.83,5177.06,834.75
USA,1982,3,short,4,S009,51487.4,36.66,13.55,12.46,6.17,36.05,70.48,109.04,156.24,214.92,297.6,528.51,864.27,1635.26,3031.32,4684.24,6349.12,7486.96,8592.95,17361.6,8441.14,8926.24,5970.67,2958.73,2377.62,583.33
USA,1982,3,short,4,S010,35675.83,706.21,259.69,73.61,68.47,107.25,144.69,200.42,287.28,293.55,340.65,455.14,675.93,1077.45,1543.66,2071.29,3179.6,4459,6312.99,13418.96,6711.63,6711.28,4601.62,2111.52,1745.12,367.22
USA,1982,3,short,4,S011,85374.21,485.67,205.94,81.8,106.88,196.76,260.07,269.69,384.22,392.11,642.54,1066.79,2312.18,4613.27,7982.2,12080.18,15428.6,15414.17,11615.74,11835.39,7423.15,4410.01,3364.01,1045.08,895.78,149.09
USA,1982,3,short,4,S012,72900.48,497.17,132.99,63.19,66.55,72.65,280.01,656.07,1239.34,1857.03,2492.66,3536.67,5149.73,6677.44,7446.17,8370.62,8315.77,8000.11,7462.1,10584.2,6173.53,4409.73,3266.47,1142.81,1003.67,138.29
USA,1982,3,short,4,S013,10914.17,30.74,19.32,16.19,34.17,61.11,124.85,152.33,199.75,182.05,188.79,245.74,398.65,595.22,858.11,1084.42,1337.54,1595.49,1528.56,2261.13,1210.83,1050.52,747.62,302.98,256.16,46.78
USA,1982,3,short,4,S014,32837.6,309.45,42.55,18.49,24.68,49.6,164.69,236.76,294.59,286.96,306.79,427.35,674.77,1227.39,1966.18,2813.92,4102.97,4992.47,5714.21,9183.77,5228.25,3955.5,2902.25,1053.19,868.46,185.24
USA,1982,3,short,4,S015,40843.59,35981.11,1072.44,300.99,270.16,331.22,275.76,253.52,234.14,201.19,160.55,172.63,204.62,274.15,225.78,227.79,201.74,196.82,142.37,116.6,71.8,44.78,27.81,17,12.04,5.02
USA,1982,3,short,4,S016,151373.69,1332.67,3624.11,2358.36,2883.22,13492.38,19941.57,17453.17,13645.91,10289.61,7863.3,7032.96,7222.71,7282.45,6715.32,6075.18,5990.14,5700.08,5175.92,7294.63,4310.25,2983.8,2188.41,795.33,656.86,138.87
USA,1983,1,short,4,S000,1071923,22980.18,4519.9,2536.24,3127.94,11377.46,17510.65,17606.74,17288.11,17506.6,20914.54,28722.45,46711.03,75156.32,104709.39,130251.58,149494.33,146921.73,119903.97,134683.85,82184.86,52498.98,39831.67,12667.31,10929.81,1737.5
USA,1983,1,short,4,S001,13158.53,432.09,191.89,60.7,48.12,86.06,115.5,223.66,259.19,285.32,314.46,364.72,566.9,870.57,1174.93,1457.64,1674.26,1802.86,1464.51,1765.14,1018.97,746.35,553.16,193.29,159.76,33.69
USA,1983,1,short,4,S002,247551.85,104.72,427.93,396.1,415.46,634.91,825.75,1177.48,1614.25,2402.25,3913.71,7018.11,13195.39,23449.1,32850.85,39477.03,41438.24,35569.53,23710.3,18930.75,12962.97,5963.5,4860.36,1100.41,989.27,110.25
USA,1983,1,short,4,S003,3700.27,71.85,78.21,32.35,34.44,46.33,82.67,143.04,213.9,196.78,155.92,120.01,154.03,200.16,250.09,302.51,348.62,426.58,369.88,472.87,292.78,180.08,141.5,38.53,34.11,4.4
