"","Pop","Year","Sex","Cause","Age","Count"
"2986","USA",2000,2,"S011",99,270.871677360149
"2987","USA",2000,2,"S011",100,196.022586597974
"2988","USA",2000,2,"S011",101,140.347286851188
"2989","USA",2000,2,"S011",102,99.747838165629
"2990","USA",2000,2,"S011",103,70.505103270769
"2991","USA",2000,2,"S011",104,49.6563429916875
"2992","USA",2000,2,"S011",105,34.878327183418
"2993","USA",2000,2,"S011",106,24.456234166814
"2994","USA",2000,2,"S011",107,17.1263598867911
"2995","USA",2000,2,"S011",108,11.984116230039
"2996","USA",2000,2,"S011",109,8.38121260035108
"2997","USA",2000,2,"S011",110,5.85988184454526
"2998","USA",2000,2,"S012",0,58.3457347796741
"2999","USA",2000,2,"S012",1,46.1482623771541
"3000","USA",2000,2,"S012",2,36.7189585297754
"3001","USA",2000,2,"S012",3,29.4919399251589
"3002","USA",2000,2,"S012",4,23.9903620371019
"3003","USA",2000,2,"S012",5,19.81575118445
"3004","USA",2000,2,"S012",6,16.6472383492399
"3005","USA",2000,2,"S012",7,14.2441136896426
"3006","USA",2000,2,"S012",8,12.4214359486227
"3007","USA",2000,2,"S012",9,11.0460920869011
"3008","USA",2000,2,"S012",10,10.017029841333
"3009","USA",2000,2,"S012",11,9.26308670770902
"3010","USA",2000,2,"S012",12,8.73225653398314
"3011","USA",2000,2,"S012",13,8.38894817884554
"3012","USA",2000,2,"S012",14,8.20935663246282
"3013","USA",2000,2,"S012",15,8.17914022521916
"3014","USA",2000,2,"S012",16,8.29198828139908
"3015","USA",2000,2,"S012",17,8.54771293936521
"3016","USA",2000,2,"S012",18,8.95313441053908
"3017","USA",2000,2,"S012",19,9.51944009109883
"3018","USA",2000,2,"S012",20,10.2659934918195
"3019","USA",2000,2,"S012",21,11.2153226512494
"3020","USA",2000,2,"S012",22,12.4029264620505
"3021","USA",2000,2,"S012",23,13.8684990377136
"3022","USA",2000,2,"S012",24,15.6707116058784
"3023","USA",2000,2,"S012",25,17.8770983978124
"3024","USA",2000,2,"S012",26,20.5797798183514
"3025","USA",2000,2,"S012",27,23.8853486711202
"3026","USA",2000,2,"S012",28,27.9303258125298
"3027","USA",2000,2,"S012",29,32.8622273580429
"3028","USA",2000,2,"S012",30,38.8683162174411
"3029","USA",2000,2,"S012",31,46.1251384375048
"3030","USA",2000,2,"S012",32,54.8602463418514
"3031","USA",2000,2,"S012",33,65.242576292201
"3032","USA",2000,2,"S012",34,77.4875137950923
"3033","USA",2000,2,"S012",35,91.650779029424
"3034","USA",2000,2,"S012",36,107.825713071191
"3035","USA",2000,2,"S012",37,125.814310388734
"3036","USA",2000,2,"S012",38,145.466495109346
"3037","USA",2000,2,"S012",39,166.290278131387
"3038","USA",2000,2,"S012",40,187.85248703796
"3039","USA",2000,2,"S012",41,209.458445935407
"3040","USA",2000,2,"S012",42,230.502017058107
"3041","USA",2000,2,"S012",43,250.356002708767
"3042","USA",2000,2,"S012",44,268.486052818284
"3043","USA",2000,2,"S012",45,284.710774715991
"3044","USA",2000,2,"S012",46,298.750788921775
"3045","USA",2000,2,"S012",47,310.894717041136
"3046","USA",2000,2,"S012",48,321.087542519695
"3047","USA",2000,2,"S012",49,329.780423441366
"3048","USA",2000,2,"S012",50,337.04238689622
"3049","USA",2000,2,"S012",51,343.378948753067
"3050","USA",2000,2,"S012",52,348.919287274886
"3051","USA",2000,2,"S012",53,354.178310481531
"3052","USA",2000,2,"S012",54,359.309499486984
"3053","USA",2000,2,"S012",55,364.808395492001
"3054","USA",2000,2,"S012",56,370.839232815006
"3055","USA",2000,2,"S012",57,377.86302907101
"3056","USA",2000,2,"S012",58,386.060073001825
"3057","USA",2000,2,"S012",59,395.859048549474
"3058","USA",2000,2,"S012",60,407.475788984914
"3059","USA",2000,2,"S012",61,421.325616410997
"3060","USA",2000,2,"S012",62,437.687873575692
"3061","USA",2000,2,"S012",63,456.987738342597
"3062","USA",2000,2,"S012",64,479.597094492848
"3063","USA",2000,2,"S012",65,505.955902989001
"3064","USA",2000,2,"S012",66,536.529447623021
"3065","USA",2000,2,"S012",67,571.558003523743
"3066","USA",2000,2,"S012",68,611.478481980816
"3067","USA",2000,2,"S012",69,655.902462082649
"3068","USA",2000,2,"S012",70,704.940231563852
"3069","USA",2000,2,"S012",71,757.294191869606
"3070","USA",2000,2,"S012",72,812.470960800222
"3071","USA",2000,2,"S012",73,868.918714440067
"3072","USA",2000,2,"S012",74,925.760085837635
"3073","USA",2000,2,"S012",75,981.652705609369
"3074","USA",2000,2,"S012",76,1035.65578933593
"3075","USA",2000,2,"S012",77,1086.96755975341
"3076","USA",2000,2,"S012",78,1134.89109723721
"3077","USA",2000,2,"S012",79,1179.48350679126
"3078","USA",2000,2,"S012",80,1220.52165175564
"3079","USA",2000,2,"S012",81,1258.33480779574
"3080","USA",2000,2,"S012",82,1292.83130800845
"3081","USA",2000,2,"S012",83,1321.78985332264
"3082","USA",2000,2,"S012",84,1343.77782011745
"3083","USA",2000,2,"S012",85,1353.41518581493
"3084","USA",2000,2,"S012",86,1347.84703209671
"3085","USA",2000,2,"S012",87,1321.9659483916
"3086","USA",2000,2,"S012",88,1274.1583964821
"3087","USA",2000,2,"S012",89,1203.15996588398
"3088","USA",2000,2,"S012",90,1111.08853811615
"3089","USA",2000,2,"S012",91,1001.52911613172
"3090","USA",2000,2,"S012",92,880.136560868363
"3091","USA",2000,2,"S012",93,753.791614985664
"3092","USA",2000,2,"S012",94,629.021001282049
"3093","USA",2000,2,"S012",95,511.89883520084
"3094","USA",2000,2,"S012",96,406.532677529994
"3095","USA",2000,2,"S012",97,315.824370993004
"3096","USA",2000,2,"S012",98,240.466835454111
"3097","USA",2000,2,"S012",99,180.086405351268
"3098","USA",2000,2,"S012",100,133.058722317305
"3099","USA",2000,2,"S012",101,97.3195990200346
"3100","USA",2000,2,"S012",102,70.6798140371105
"3101","USA",2000,2,"S012",103,51.0628210046789
"3102","USA",2000,2,"S012",104,36.762755237904
"3103","USA",2000,2,"S012",105,26.3988409386041
"3104","USA",2000,2,"S012",106,18.9256443332284
"3105","USA",2000,2,"S012",107,13.5515848740008
"3106","USA",2000,2,"S012",108,9.69666419838653
"3107","USA",2000,2,"S012",109,6.9348476105964
"3108","USA",2000,2,"S012",110,4.95848071804114
"3109","USA",2000,2,"S013",0,1.15567555280068
"3110","USA",2000,2,"S013",1,1.28970394027609
"3111","USA",2000,2,"S013",2,1.43954702386996
"3112","USA",2000,2,"S013",3,1.60728181996083
"3113","USA",2000,2,"S013",4,1.79542412840634
"3114","USA",2000,2,"S013",5,2.00683612494316
"3115","USA",2000,2,"S013",6,2.24484794195332
"3116","USA",2000,2,"S013",7,2.51329146355121
"3117","USA",2000,2,"S013",8,2.81631147334841
"3118","USA",2000,2,"S013",9,3.15864865168326
"3119","USA",2000,2,"S013",10,3.54517806761521
"3120","USA",2000,2,"S013",11,3.98129592882624
"3121","USA",2000,2,"S013",12,4.47269306627581
"3122","USA",2000,2,"S013",13,5.02542439130003
"3123","USA",2000,2,"S013",14,5.64600811394551
"3124","USA",2000,2,"S013",15,6.34110067111462
"3125","USA",2000,2,"S013",16,7.11758242350972
"3126","USA",2000,2,"S013",17,7.98187561578845
"3127","USA",2000,2,"S013",18,8.93986630286371
"3128","USA",2000,2,"S013",19,9.99544735986925
"3129","USA",2000,2,"S013",20,11.1513574910891
"3130","USA",2000,2,"S013",21,12.4057661882755
"3131","USA",2000,2,"S013",22,13.7575956438036
"3132","USA",2000,2,"S013",23,15.2002527365152
"3133","USA",2000,2,"S013",24,16.7296667427723
"3134","USA",2000,2,"S013",25,18.3379552189959
"3135","USA",2000,2,"S013",26,20.0199344041803
"3136","USA",2000,2,"S013",27,21.7703535681471
"3137","USA",2000,2,"S013",28,23.5857172728132
"3138","USA",2000,2,"S013",29,25.4679084853175
"3139","USA",2000,2,"S013",30,27.4185847580738
"3140","USA",2000,2,"S013",31,29.4519426123981
"3141","USA",2000,2,"S013",32,31.5721719586417
"3142","USA",2000,2,"S013",33,33.793769277519
"3143","USA",2000,2,"S013",34,36.1184319996207
"3144","USA",2000,2,"S013",35,38.5482431504452
"3145","USA",2000,2,"S013",36,41.0793642864311
"3146","USA",2000,2,"S013",37,43.699252648394
"3147","USA",2000,2,"S013",38,46.398392048933
"3148","USA",2000,2,"S013",39,49.1558055707988
"3149","USA",2000,2,"S013",40,51.9558944929892
"3150","USA",2000,2,"S013",41,54.7693026986198
"3151","USA",2000,2,"S013",42,57.5757643769952
"3152","USA",2000,2,"S013",43,60.3440877650692
"3153","USA",2000,2,"S013",44,63.0521724584803
"3154","USA",2000,2,"S013",45,65.6729975454079
"3155","USA",2000,2,"S013",46,68.1867050422103
"3156","USA",2000,2,"S013",47,70.578944400091
"3157","USA",2000,2,"S013",48,72.8370970972287
"3158","USA",2000,2,"S013",49,74.9696776233945
"3159","USA",2000,2,"S013",50,76.9756181445163
"3160","USA",2000,2,"S013",51,78.893562158821
"3161","USA",2000,2,"S013",52,80.737834550565
"3162","USA",2000,2,"S013",53,82.5877741932928
"3163","USA",2000,2,"S013",54,84.4765646248133
"3164","USA",2000,2,"S013",55,86.5312156205391
"3165","USA",2000,2,"S013",56,88.801422861714
"3166","USA",2000,2,"S013",57,91.4247810370215
"3167","USA",2000,2,"S013",58,94.4598714816192
"3168","USA",2000,2,"S013",59,98.0085416806088
"3169","USA",2000,2,"S013",60,102.133671732052
"3170","USA",2000,2,"S013",61,106.899657453872
"3171","USA",2000,2,"S013",62,112.37606676348
"3172","USA",2000,2,"S013",63,118.616046651673
"3173","USA",2000,2,"S013",64,125.699722435484
"3174","USA",2000,2,"S013",65,133.666896656815
"3175","USA",2000,2,"S013",66,142.604291290444
"3176","USA",2000,2,"S013",67,152.542915764615
"3177","USA",2000,2,"S013",68,163.572743162435
"3178","USA",2000,2,"S013",69,175.724767020363
"3179","USA",2000,2,"S013",70,189.088111086362
"3180","USA",2000,2,"S013",71,203.662560388662
"3181","USA",2000,2,"S013",72,219.50757811705
"3182","USA",2000,2,"S013",73,236.460153986014
"3183","USA",2000,2,"S013",74,254.460588795837
"3184","USA",2000,2,"S013",75,273.052265147387
"3185","USA",2000,2,"S013",76,291.961028700716
"3186","USA",2000,2,"S013",77,310.572013457663
"3187","USA",2000,2,"S013",78,328.465128495425
"3188","USA",2000,2,"S013",79,345.163784302395
"3189","USA",2000,2,"S013",80,360.295880231889
"3190","USA",2000,2,"S013",81,373.585008055148
"3191","USA",2000,2,"S013",82,384.775359115048
"3192","USA",2000,2,"S013",83,393.457823475614
"3193","USA",2000,2,"S013",84,399.345890917592
"3194","USA",2000,2,"S013",85,401.83699413913
"3195","USA",2000,2,"S013",86,400.61568692568
"3196","USA",2000,2,"S013",87,394.912541781827
"3197","USA",2000,2,"S013",88,384.482489635205
"3198","USA",2000,2,"S013",89,368.614634870044
"3199","USA",2000,2,"S013",90,347.406263535754
"3200","USA",2000,2,"S013",91,320.960052001873
"3201","USA",2000,2,"S013",92,290.172286360171
"3202","USA",2000,2,"S013",93,256.5857295209
"3203","USA",2000,2,"S013",94,221.838985064156
"3204","USA",2000,2,"S013",95,187.802383340078
"3205","USA",2000,2,"S013",96,155.840377130047
"3206","USA",2000,2,"S013",97,127.058859179167
"3207","USA",2000,2,"S013",98,101.972546015697
"3208","USA",2000,2,"S013",99,80.7789977248679
"3209","USA",2000,2,"S013",100,63.3073871756615
"3210","USA",2000,2,"S013",101,49.2051097461306
"3211","USA",2000,2,"S013",102,38.0138654243358
"3212","USA",2000,2,"S013",103,29.2325953142696
"3213","USA",2000,2,"S013",104,22.4081694312478
"3214","USA",2000,2,"S013",105,17.1353502399073
"3215","USA",2000,2,"S013",106,13.0825546421353
"3216","USA",2000,2,"S013",107,9.97656558772707
"3217","USA",2000,2,"S013",108,7.60269424973766
"3218","USA",2000,2,"S013",109,5.79083020088809
"3219","USA",2000,2,"S013",110,4.40976164136845
"3220","USA",2000,2,"S014",0,12.1033462487206
"3221","USA",2000,2,"S014",1,11.2309802777846
"3222","USA",2000,2,"S014",2,10.4503365964912
"3223","USA",2000,2,"S014",3,9.76665055944355
"3224","USA",2000,2,"S014",4,9.18642054374246
"3225","USA",2000,2,"S014",5,8.70999146406193
"3226","USA",2000,2,"S014",6,8.33620125139373
"3227","USA",2000,2,"S014",7,8.06323760981334
"3228","USA",2000,2,"S014",8,7.88820708429907
"3229","USA",2000,2,"S014",9,7.81056643859492
"3230","USA",2000,2,"S014",10,7.82919336849792
"3231","USA",2000,2,"S014",11,7.94650649311424
"3232","USA",2000,2,"S014",12,8.16480990747639
"3233","USA",2000,2,"S014",13,8.48990238378752
"3234","USA",2000,2,"S014",14,8.92767207827181
"3235","USA",2000,2,"S014",15,9.48614154961815
"3236","USA",2000,2,"S014",16,10.1741572761173
"3237","USA",2000,2,"S014",17,10.9996547858039
"3238","USA",2000,2,"S014",18,11.9727591163465
"3239","USA",2000,2,"S014",19,13.0979310903717
"3240","USA",2000,2,"S014",20,14.3816617323807
"3241","USA",2000,2,"S014",21,15.8171596093928
"3242","USA",2000,2,"S014",22,17.4053556741587
"3243","USA",2000,2,"S014",23,19.1299007391562
"3244","USA",2000,2,"S014",24,20.9867038802576
"3245","USA",2000,2,"S014",25,22.9571433664284
"3246","USA",2000,2,"S014",26,25.0329267537807
"3247","USA",2000,2,"S014",27,27.1964308512495
"3248","USA",2000,2,"S014",28,29.4339700427836
"3249","USA",2000,2,"S014",29,31.7242150702147
"3250","USA",2000,2,"S014",30,34.0496002938206
"3251","USA",2000,2,"S014",31,36.3884646420132
"3252","USA",2000,2,"S014",32,38.7225565320209
"3253","USA",2000,2,"S014",33,41.0354510281465
"3254","USA",2000,2,"S014",34,43.312444905661
"3255","USA",2000,2,"S014",35,45.5491335047525
"3256","USA",2000,2,"S014",36,47.7386891944194
"3257","USA",2000,2,"S014",37,49.8953754617804
"3258","USA",2000,2,"S014",38,52.0239709009826
"3259","USA",2000,2,"S014",39,54.1634487487422
"3260","USA",2000,2,"S014",40,56.332459478999
"3261","USA",2000,2,"S014",41,58.5974404698524
"3262","USA",2000,2,"S014",42,60.9869311043545
"3263","USA",2000,2,"S014",43,63.5748620983866
"3264","USA",2000,2,"S014",44,66.397101461691
"3265","USA",2000,2,"S014",45,69.5261655543653
"3266","USA",2000,2,"S014",46,73.0044585909165
"3267","USA",2000,2,"S014",47,76.8950635769658
"3268","USA",2000,2,"S014",48,81.2440473502944
"3269","USA",2000,2,"S014",49,86.0887626996177
"3270","USA",2000,2,"S014",50,91.4734496973905
"3271","USA",2000,2,"S014",51,97.4009862462803
"3272","USA",2000,2,"S014",52,103.916889918513
"3273","USA",2000,2,"S014",53,111.047530042475
"3274","USA",2000,2,"S014",54,118.856231466521
"3275","USA",2000,2,"S014",55,127.4354975359
"3276","USA",2000,2,"S014",56,136.882486397762
"3277","USA",2000,2,"S014",57,147.345308337161
"3278","USA",2000,2,"S014",58,158.959480074021
"3279","USA",2000,2,"S014",59,171.887632877559
"3280","USA",2000,2,"S014",60,186.299570475713
"3281","USA",2000,2,"S014",61,202.364545839907
"3282","USA",2000,2,"S014",62,220.287341090531
"3283","USA",2000,2,"S014",63,240.259630977144
"3284","USA",2000,2,"S014",64,262.526238262243
"3285","USA",2000,2,"S014",65,287.300199203129
"3286","USA",2000,2,"S014",66,314.865625182775
"3287","USA",2000,2,"S014",67,345.457280019735
"3288","USA",2000,2,"S014",68,379.39608572055
"3289","USA",2000,2,"S014",69,416.940706991508
"3290","USA",2000,2,"S014",70,458.439511833112
"3291","USA",2000,2,"S014",71,504.094976603218
"3292","USA",2000,2,"S014",72,554.205045669659
"3293","USA",2000,2,"S014",73,608.52673021886
"3294","USA",2000,2,"S014",74,667.016852633308
"3295","USA",2000,2,"S014",75,728.505252600184
"3296","USA",2000,2,"S014",76,792.232221707672
"3297","USA",2000,2,"S014",77,856.451528943903
"3298","USA",2000,2,"S014",78,919.858264656421
"3299","USA",2000,2,"S014",79,981.154084373537
"3300","USA",2000,2,"S014",80,1039.1804583327
"3301","USA",2000,2,"S014",81,1093.28349242965
"3302","USA",2000,2,"S014",82,1142.65910967131
"3303","USA",2000,2,"S014",83,1185.65008166354
"3304","USA",2000,2,"S014",84,1220.94709762043
"3305","USA",2000,2,"S014",85,1245.35189017765
"3306","USA",2000,2,"S014",86,1256.88801658201
"3307","USA",2000,2,"S014",87,1251.64678849427
"3308","USA",2000,2,"S014",88,1227.913763909
"3309","USA",2000,2,"S014",89,1182.70052298942
"3310","USA",2000,2,"S014",90,1116.18413179165
"3311","USA",2000,2,"S014",91,1028.90424853544
"3312","USA",2000,2,"S014",92,924.562671881233
"3313","USA",2000,2,"S014",93,808.865153758819
"3314","USA",2000,2,"S014",94,688.386758371488
"3315","USA",2000,2,"S014",95,570.169605394374
"3316","USA",2000,2,"S014",96,459.767145220998
"3317","USA",2000,2,"S014",97,361.804888420701
"3318","USA",2000,2,"S014",98,278.374484355769
"3319","USA",2000,2,"S014",99,210.231945973893
"3320","USA",2000,2,"S014",100,156.358198605621
"3321","USA",2000,2,"S014",101,114.954645550485
"3322","USA",2000,2,"S014",102,83.833905529719
"3323","USA",2000,2,"S014",103,60.7684204486159
"3324","USA",2000,2,"S014",104,43.8715333371979
"3325","USA",2000,2,"S014",105,31.5768364879395
"3326","USA",2000,2,"S014",106,22.683525778995
"3327","USA",2000,2,"S014",107,16.2713427348447
"3328","USA",2000,2,"S014",108,11.6617090803032
"3329","USA",2000,2,"S014",109,8.35283936440262
"3330","USA",2000,2,"S014",110,5.98104052297804
"3331","USA",2000,2,"S015",0,7445.43794029814
"3332","USA",2000,2,"S015",1,2192.68975321262
"3333","USA",2000,2,"S015",2,700.407515295414
"3334","USA",2000,2,"S015",3,253.22552629852
"3335","USA",2000,2,"S015",4,103.841759742935
"3336","USA",2000,2,"S015",5,48.3786251656698
"3337","USA",2000,2,"S015",6,25.3504551289655
"3338","USA",2000,2,"S015",7,14.8147633785633
"3339","USA",2000,2,"S015",8,9.55806361487879
"3340","USA",2000,2,"S015",9,6.74497355810552
"3341","USA",2000,2,"S015",10,5.15645520437545
"3342","USA",2000,2,"S015",11,4.22986273076414
"3343","USA",2000,2,"S015",12,3.69274743616975
"3344","USA",2000,2,"S015",13,3.40065899675268
"3345","USA",2000,2,"S015",14,3.28140062924757
"3346","USA",2000,2,"S015",15,3.29162693913216
"3347","USA",2000,2,"S015",16,3.41381958284556
"3348","USA",2000,2,"S015",17,3.63509328662206
"3349","USA",2000,2,"S015",18,3.9568154265943
"3350","USA",2000,2,"S015",19,4.37651374070588
"3351","USA",2000,2,"S015",20,4.90294581477642
"3352","USA",2000,2,"S015",21,5.53669633882798
"3353","USA",2000,2,"S015",22,6.28720836127609
"3354","USA",2000,2,"S015",23,7.15171870956085
"3355","USA",2000,2,"S015",24,8.13548558013239
"3356","USA",2000,2,"S015",25,9.22893228998754
"3357","USA",2000,2,"S015",26,10.4296012960011
"3358","USA",2000,2,"S015",27,11.7201649992537
"3359","USA",2000,2,"S015",28,13.0878754090359
"3360","USA",2000,2,"S015",29,14.505852942706
"3361","USA",2000,2,"S015",30,15.9528186879877
"3362","USA",2000,2,"S015",31,17.3990710079716
"3363","USA",2000,2,"S015",32,18.818987264209
"3364","USA",2000,2,"S015",33,20.18534747791
"3365","USA",2000,2,"S015",34,21.4742653032534
"3366","USA",2000,2,"S015",35,22.6687109995635
"3367","USA",2000,2,"S015",36,23.751551999253
"3368","USA",2000,2,"S015",37,24.7197631118692
"3369","USA",2000,2,"S015",38,25.5642020791046
"3370","USA",2000,2,"S015",39,26.2928053863876
"3371","USA",2000,2,"S015",40,26.903897276649
"3372","USA",2000,2,"S015",41,27.414808231716
"3373","USA",2000,2,"S015",42,27.8287124357525
"3374","USA",2000,2,"S015",43,28.166479507753
"3375","USA",2000,2,"S015",44,28.4335174385205
"3376","USA",2000,2,"S015",45,28.6506623630735
"3377","USA",2000,2,"S015",46,28.8233728455075
"3378","USA",2000,2,"S015",47,28.9687928188385
"3379","USA",2000,2,"S015",48,29.0907652158464
"3380","USA",2000,2,"S015",49,29.1993459806856
"3381","USA",2000,2,"S015",50,29.2961079031216
"3382","USA",2000,2,"S015",51,29.3834263309367
"3383","USA",2000,2,"S015",52,29.4605763473223
"3384","USA",2000,2,"S015",53,29.5226271137057
"3385","USA",2000,2,"S015",54,29.566665873133
"3386","USA",2000,2,"S015",55,29.5808194178052
"3387","USA",2000,2,"S015",56,29.5618415317699
"3388","USA",2000,2,"S015",57,29.5013782391004
"3389","USA",2000,2,"S015",58,29.3990948680434
"3390","USA",2000,2,"S015",59,29.2607028388646
"3391","USA",2000,2,"S015",60,29.0899389242409
"3392","USA",2000,2,"S015",61,28.9035770370311
"3393","USA",2000,2,"S015",62,28.707134599603
"3394","USA",2000,2,"S015",63,28.516723726736
"3395","USA",2000,2,"S015",64,28.3371547971026
"3396","USA",2000,2,"S015",65,28.1814773438993
"3397","USA",2000,2,"S015",66,28.0532168570962
"3398","USA",2000,2,"S015",67,27.9601586768547
"3399","USA",2000,2,"S015",68,27.904093295221
"3400","USA",2000,2,"S015",69,27.8858065235782
"3401","USA",2000,2,"S015",70,27.9048489296374
"3402","USA",2000,2,"S015",71,27.9534728118742
"3403","USA",2000,2,"S015",72,28.0278660113958
"3404","USA",2000,2,"S015",73,28.1055218327118
"3405","USA",2000,2,"S015",74,28.1768172789207
"3406","USA",2000,2,"S015",75,28.2037833197328
"3407","USA",2000,2,"S015",76,28.1709966097076
"3408","USA",2000,2,"S015",77,28.0363821677314
"3409","USA",2000,2,"S015",78,27.784142857906
"3410","USA",2000,2,"S015",79,27.3792966052641
"3411","USA",2000,2,"S015",80,26.8125194713528
"3412","USA",2000,2,"S015",81,26.0635928435953
"3413","USA",2000,2,"S015",82,25.1354015807056
"3414","USA",2000,2,"S015",83,24.0328282659096
"3415","USA",2000,2,"S015",84,22.7749668552021
"3416","USA",2000,2,"S015",85,21.3880900541328
"3417","USA",2000,2,"S015",86,19.9027886741355
"3418","USA",2000,2,"S015",87,18.3556694627903
"3419","USA",2000,2,"S015",88,16.7799490481205
"3420","USA",2000,2,"S015",89,15.2116642488275
"3421","USA",2000,2,"S015",90,13.678792373894
"3422","USA",2000,2,"S015",91,12.2089756152915
"3423","USA",2000,2,"S015",92,10.8204241441724
"3424","USA",2000,2,"S015",93,9.52877607144851
"3425","USA",2000,2,"S015",94,8.34172784690575
"3426","USA",2000,2,"S015",95,7.26442193406604
"3427","USA",2000,2,"S015",96,6.29636503825888
"3428","USA",2000,2,"S015",97,5.43514309734644
"3429","USA",2000,2,"S015",98,4.67509242946509
"3430","USA",2000,2,"S015",99,4.00957174863164
"3431","USA",2000,2,"S015",100,3.43054969972497
"3432","USA",2000,2,"S015",101,2.92964785523844
"3433","USA",2000,2,"S015",102,2.49840747788037
"3434","USA",2000,2,"S015",103,2.12840266423859
"3435","USA",2000,2,"S015",104,1.81189967387762
"3436","USA",2000,2,"S015",105,1.54166462905756
"3437","USA",2000,2,"S015",106,1.31133819474011
"3438","USA",2000,2,"S015",107,1.11519985432835
"3439","USA",2000,2,"S015",108,0.948323101688911
"3440","USA",2000,2,"S015",109,0.806383896548733
"3441","USA",2000,2,"S015",110,0.685693596199955
"3442","USA",2000,2,"S016",0,392.314566803754
"3443","USA",2000,2,"S016",1,327.165772185094
"3444","USA",2000,2,"S016",2,275.227035076094
"3445","USA",2000,2,"S016",3,234.757578430176
"3446","USA",2000,2,"S016",4,204.340066843878
"3447","USA",2000,2,"S016",5,182.417869779208
"3448","USA",2000,2,"S016",6,167.735198034177
"3449","USA",2000,2,"S016",7,159.43772576632
"3450","USA",2000,2,"S016",8,156.893050362864
"3451","USA",2000,2,"S016",9,160.045344069474
"3452","USA",2000,2,"S016",10,169.037817146708
"3453","USA",2000,2,"S016",11,184.630402812883
"3454","USA",2000,2,"S016",12,207.529462452806
"3455","USA",2000,2,"S016",13,238.787598547987
"3456","USA",2000,2,"S016",14,278.56800063273
"3457","USA",2000,2,"S016",15,325.778953602999
"3458","USA",2000,2,"S016",16,377.799053188045
"3459","USA",2000,2,"S016",17,428.457574626806
"3460","USA",2000,2,"S016",18,473.181955139264
"3461","USA",2000,2,"S016",19,505.951888492963
"3462","USA",2000,2,"S016",20,525.478031579021
"3463","USA",2000,2,"S016",21,532.710401632141
"3464","USA",2000,2,"S016",22,529.71143965306
"3465","USA",2000,2,"S016",23,520.710283629616
"3466","USA",2000,2,"S016",24,508.082934548958
"3467","USA",2000,2,"S016",25,495.528310704771
"3468","USA",2000,2,"S016",26,484.480789771779
"3469","USA",2000,2,"S016",27,477.377584108707
"3470","USA",2000,2,"S016",28,474.692867175742
"3471","USA",2000,2,"S016",29,477.542069950895
"3472","USA",2000,2,"S016",30,485.978344807635
"3473","USA",2000,2,"S016",31,500.113528396296
"3474","USA",2000,2,"S016",32,519.854508901197
"3475","USA",2000,2,"S016",33,544.414372485242
"3476","USA",2000,2,"S016",34,573.263006589013
"3477","USA",2000,2,"S016",35,604.089923946135
"3478","USA",2000,2,"S016",36,635.705418495505
"3479","USA",2000,2,"S016",37,664.647511026519
"3480","USA",2000,2,"S016",38,689.559415939191
"3481","USA",2000,2,"S016",39,707.932656659437
"3482","USA",2000,2,"S016",40,719.021475628273
"3483","USA",2000,2,"S016",41,722.303820590945
"3484","USA",2000,2,"S016",42,717.896736785813
"3485","USA",2000,2,"S016",43,706.736467239664
"3486","USA",2000,2,"S016",44,689.594131230725
"3487","USA",2000,2,"S016",45,668.310288603203
"3488","USA",2000,2,"S016",46,643.768239121125
"3489","USA",2000,2,"S016",47,617.701416154834
"3490","USA",2000,2,"S016",48,590.664527285315
"3491","USA",2000,2,"S016",49,563.546366486012
"3492","USA",2000,2,"S016",50,536.59759786243
"3493","USA",2000,2,"S016",51,510.161518958663
"3494","USA",2000,2,"S016",52,484.414092691166
"3495","USA",2000,2,"S016",53,459.832347883824
"3496","USA",2000,2,"S016",54,436.563701098468
"3497","USA",2000,2,"S016",55,415.232849436596
"3498","USA",2000,2,"S016",56,395.884883198557
"3499","USA",2000,2,"S016",57,378.994964213524
"3500","USA",2000,2,"S016",58,364.494164203476
"3501","USA",2000,2,"S016",59,352.583700927873
"3502","USA",2000,2,"S016",60,343.154559684878
"3503","USA",2000,2,"S016",61,336.28524144884
"3504","USA",2000,2,"S016",62,331.910560331088
"3505","USA",2000,2,"S016",63,330.167844242167
"3506","USA",2000,2,"S016",64,331.09160956333
"3507","USA",2000,2,"S016",65,334.931597962322
"3508","USA",2000,2,"S016",66,341.84191696449
"3509","USA",2000,2,"S016",67,351.9968860368
"3510","USA",2000,2,"S016",68,365.624912385525
"3511","USA",2000,2,"S016",69,382.567198587744
"3512","USA",2000,2,"S016",70,402.995132521074
"3513","USA",2000,2,"S016",71,426.31607630672
"3514","USA",2000,2,"S016",72,452.493056172529
"3515","USA",2000,2,"S016",73,480.752484282329
"3516","USA",2000,2,"S016",74,510.839135729178
"3517","USA",2000,2,"S016",75,541.825740147092
"3518","USA",2000,2,"S016",76,573.23350441327
"3519","USA",2000,2,"S016",77,604.177270681712
"3520","USA",2000,2,"S016",78,634.097012912672
"3521","USA",2000,2,"S016",79,662.497061161372
"3522","USA",2000,2,"S016",80,688.975563154348
"3523","USA",2000,2,"S016",81,713.313085220028
"3524","USA",2000,2,"S016",82,735.230865924377
"3525","USA",2000,2,"S016",83,753.618504546511
"3526","USA",2000,2,"S016",84,767.732513619956
"3527","USA",2000,2,"S016",85,775.304557214915
"3528","USA",2000,2,"S016",86,775.085394180953
"3529","USA",2000,2,"S016",87,764.539990208081
"3530","USA",2000,2,"S016",88,742.729056341476
"3531","USA",2000,2,"S016",89,708.120128185646
"3532","USA",2000,2,"S016",90,661.202713566821
